source,target,weight
3460659,213130,0.07717142675775995
1642910,213130,0.07350886858733258
3471277,213130,0.07056323023840964
366951,213131,0.13802157026924342
1722484,213124,0.11030069227171684
2311809,213124,0.09130102695649324
262773,213124,0.07664718528795929
2339037,213124,0.10328683468167103
180464,213124,0.09577834543507116
222797,213124,0.07290407980217424
3522319,213124,0.0707468455894634
3540532,213124,0.09862462087592787
2453966,213131,0.11757534858714172
116901,213131,0.07216247786700045
2153223,213131,0.0882375287249809
2444238,213131,0.0772586607470269
1279076,213131,0.1074827238014619
2275582,213131,0.10937130344010784
1299640,213131,0.07133855619166453
3394267,213131,0.1101854932429698
2499288,213131,0.08875328992466575
791189,213124,0.0894839707976544
796268,213124,0.1332962554810178
2489877,213124,0.0954611721973627
3422625,213124,0.08819229409203776
901361,213124,0.13347718919853185
3748842,213124,0.08391633500363031
1400211,213124,0.08536369074953301
1493679,213125,0.07431466701506388
3486124,213125,0.1006206255201564
3401496,213125,0.0719884427534864
498560,213131,0.10108119232719624
779319,213131,0.07164512236493861
644337,213131,0.09264695767545514
3634646,213131,0.09798307142296156
1298587,213131,0.15364285391348886
1285871,213131,0.1269986283460802
3455121,213132,0.25014450397294624
1289378,213132,0.24639291137707126
569834,213125,0.08063251791906159
2513201,213122,0.07087817165969694
3752847,213125,0.08665492973448513
3630214,213125,0.10782525282725576
3615866,213125,0.07610547396485005
249473,213125,0.08886199857158499
3319043,213125,0.11762381670823223
547105,213125,0.08687384022537446
3443135,213125,0.07858372765004529
3627176,213125,0.117605388716448
2494731,213125,0.07594823188555483
1457896,213125,0.07116665569950281
350174,213125,0.08821845720274663
3509602,213125,0.08363545504413482
3615831,213132,0.0992327023912683
3372617,213132,0.10282185854817652
124917,213133,0.16585123364012688
1301018,213133,0.1178077426040966
3739117,213133,0.11238681004036988
1282459,213125,0.07188775696329269
706193,213125,0.08388697596609547
2373882,213125,0.07368207507377053
3425145,213125,0.08491879569534012
413576,213125,0.09739719941020043
3377874,213125,0.0838982217758999
2491624,213125,0.12603371573292108
2507788,213125,0.1263784744992198
3306105,213125,0.07735990193121857
585096,213125,0.09152630310335083
2504820,213133,0.09020462486459817
2504915,213133,0.1724591701794689
3471175,213126,0.15276948642305474
2049942,213126,0.13567846327236718
3384563,213126,0.09133275371164302
1395849,213134,0.09409599950527477
3414244,213126,0.17959789317926467
1519455,213126,0.15393601241098714
3322245,213127,0.07062021197337218
1449983,213127,0.12973874659307194
1061194,213127,0.12535737573073924
3489923,213127,0.1732286968341002
3432177,213127,0.13760737970998932
707439,213127,0.14844727537982694
1376763,213127,0.1507211549981233
680515,213127,0.09441558234199324
769118,213127,0.12631367375155692
135179,213127,0.12885695791013504
527043,213127,0.1645327597577214
2509492,213122,0.07776943095488006
3389268,213127,0.13646199315882376
1781353,213127,0.14237433359076687
799653,213127,0.16236598425892798
1507126,213127,0.14877721506985547
425405,213127,0.118606220553879
2317357,213127,0.14146427257790795
159145,213127,0.11754545534139064
677009,213127,0.1603997541836718
3543859,213127,0.07089360681991365
269224,213127,0.1608034084490483
3465485,213127,0.11701694842750875
3392351,213127,0.13846055252728495
3688940,213127,0.11684519972781066
2365029,213127,0.07231312101007996
3739257,213127,0.1799703985295132
468244,213127,0.15976699169577407
3638174,213127,0.11340892868948488
3482158,213127,0.13464865684728608
3485399,213134,0.07447847354923676
2511024,213134,0.09934701976517102
3492299,213128,0.07220963424615237
3732412,213128,0.11184753586551716
643893,213128,0.15456971264709338
3435825,213128,0.07537480477607594
3517131,213128,0.15546540204850642
1500538,213128,0.14154530653748806
3399181,213128,0.1385572849647443
3634541,213128,0.12338803313181497
2307296,213128,0.13691739499469566
2317088,213128,0.12336390369676715
18070,213128,0.07972230945582033
687018,213128,0.10330482782189894
3684565,213128,0.14113065022638374
879484,213128,0.15655715764375452
3446429,213128,0.15856509611893665
1541022,213128,0.09524700322285463
1353481,213128,0.1112682524100904
538929,213128,0.12092156486735695
228877,213128,0.10290013843806307
770869,213128,0.1626098435924315
3308945,213128,0.10059446826427387
3747066,213128,0.10029880043524708
1811588,213128,0.09916352613483533
1639675,213135,0.07588072779379676
2341940,213135,0.0792596712013816
3306019,213122,0.09147131899701358
554587,213128,0.136382466203892
3618923,213128,0.11806708845751065
1533902,213128,0.07461914691161124
1384493,213128,0.12947007351653322
878263,213128,0.10481961172186996
2444275,213129,0.08853818854226746
3740930,213135,0.08026227923059108
786584,213135,0.09595744042323474
2026177,213129,0.0760338717036504
278738,213129,0.10126819802797836
2502564,213129,0.07477938995572367
1541197,213129,0.1298061318015489
488044,213136,0.11807468666871775
727478,213136,0.09826738111903634
1466645,213136,0.10196204162797136
1469629,213136,0.09952083024065747
1552989,213129,0.09422868739046797
633491,213129,0.07192773200647187
3320986,213129,0.11916727884209873
2480887,213129,0.08243303806942501
3285220,213129,0.1008780374717544
3634580,213123,0.07588337647014788
1748065,213123,0.07347474979900367
208341,213123,0.08025518332980221
3361791,213123,0.08060661760622216
3444569,213130,0.11043415427564636
1548385,213130,0.07209412406757619
3546818,213130,0.07448616856045785
3758893,213130,0.09068812392420153
3430756,213130,0.0795056701710309
2487078,213130,0.0978926860938258
3731833,213130,0.1250696335552365
1277611,213136,0.10461674678259784
3516832,213136,0.11472313838091755
3361838,213136,0.1832316018078043
2509115,213136,0.16792852774276262
3510129,213136,0.1038358926968746
3397589,213136,0.08687048446057176
1462044,213136,0.1570883788711071
36290,213136,0.11413248238624248
2506478,213136,0.15169977152870484
1459662,213136,0.07657505255987343
1651679,213123,0.0786977473744453
3744845,213123,0.1345486220542253
3287135,213123,0.1308686752911039
3403214,213123,0.07218870122300919
1300683,213123,0.07575708672047582
2314309,213130,0.07646010710673365
899947,213130,0.08208899593398107
1058480,213130,0.1329454268281823
2116317,213130,0.0966559236824089
3751180,213130,0.08170346895951887
3546210,213130,0.13251740922885868
3534666,213130,0.09200731803153066
3297046,213130,0.09268769578666157
3496245,213130,0.09542247003650957
3492202,213130,0.08628544857466397
3747974,213130,0.10071153814624953
2076782,213130,0.0733941082472184
1431536,213130,0.08288726758625813
2487535,213136,0.1420218226511419
761187,213136,0.08343695642115112
3474643,213136,0.10416325095513393
3416895,213137,0.10037118986581446
3747057,213137,0.07229590193710694
1368659,213137,0.07870382370265441
3536312,213137,0.175817027216435
864945,213137,0.1133067818604098
1549321,213137,0.11038594273683752
3628764,213123,0.0805133828916673
3638185,213123,0.07223632888311225
3638307,213123,0.0917541023437617
3456592,213123,0.08217944061400688
1460581,213137,0.13128936569722088
1488627,213137,0.09120240145730324
71322,213137,0.0717354785333894
3630230,213137,0.07983397441250338
200689,213137,0.13681315024818352
3496143,213137,0.09714937240031613
3455780,213137,0.12399023801292575
3416213,213124,0.13786908176635773
1910829,213124,0.07510033420068576
1765065,213124,0.08291524088845806
3487804,213124,0.1057033761504668
2064584,213124,0.0824124502653549
3535621,213124,0.14468112990438226
2495975,213124,0.0730945356268804
978215,213124,0.08165143994151082
3537992,213130,0.08082651486933265
3748166,213130,0.10328147757750028
516944,213131,0.10671192289063644
31392,213131,0.11890195771601846
2267836,213131,0.07466896160539888
3364171,213137,0.08996185334707628
3370796,213137,0.07805665368508441
792941,213124,0.09978998350290974
1989383,213124,0.07587558631888452
3492202,213124,0.1032322276401306
346923,213124,0.09879969684514436
1926003,213124,0.13969350808329675
3323604,213124,0.13880504630908375
2514292,213124,0.0710491641315047
916062,213124,0.07101872154586171
594076,213124,0.08280525719946967
3270456,213124,0.07457834654609832
273688,213131,0.1367358967059885
3747024,213131,0.10511957842913698
3543976,213131,0.08991442620553487
1747772,213131,0.07756906267795048
2495241,213124,0.08570492357759307
2277788,213124,0.15360621975560027
3461859,213124,0.10699585788003543
3539019,213124,0.08476881058617004
1424467,213125,0.14398648096685354
3737796,213125,0.12096208657993372
3437165,213125,0.1250302802460086
3685726,213125,0.096424177034223
2489361,213125,0.07248956808119912
1628850,213131,0.08346514395627208
413774,213131,0.16513599835106985
1732527,213131,0.09008791819619777
426739,213131,0.08198095280500818
2338896,213131,0.08390252538586566
732873,213132,0.2495431853109183
1304531,213132,0.09566871371277193
3428675,213132,0.1599616947091728
2414127,213132,0.2643782112724805
3476380,213138,0.09247829603112552
3743175,213138,0.09425579191781068
3632486,213132,0.20640191268936106
222385,213132,0.2453751499752021
194601,213132,0.1382554538821461
1555091,213132,0.2278360618902687
80858,213132,0.20330741861242715
1629054,213125,0.09807849338595502
98112,213125,0.1079022500064196
2450622,213125,0.10413557957790176
1675192,213125,0.08763224721716133
815098,213125,0.0728655708571482
3489608,213125,0.11812071547080565
2306160,213125,0.11256427587742393
1547343,213138,0.11664881675953424
1801306,213138,0.07125526705406827
1774449,213138,0.07215756059234876
463317,213133,0.1596792268229296
3421479,213133,0.13750143155790995
3374331,213133,0.10446764493807956
1305821,213125,0.07244721988878255
3494815,213125,0.09652106476071584
1523032,213125,0.07103045169663601
1456130,213125,0.09312227095063022
3281616,213125,0.0742276370678372
3630644,213125,0.0773849653946551
1523392,213138,0.0900961306818257
527948,213125,0.08284621899297534
787446,213125,0.09940483848424407
3753443,213125,0.1051443621679693
2494135,213125,0.09374731458990906
498051,213125,0.08265697036891419
3536261,213126,0.0858619306255182
2306148,213126,0.1868445153453425
1368547,213134,0.10122471753006584
903415,213139,0.11257125530340713
172922,213126,0.10299814084945844
457134,213126,0.14138627038145554
3688605,213126,0.11019917652444662
1520086,213134,0.08084289756798597
3516756,213134,0.07217571177372238
1498918,213134,0.08179695588161362
3380952,213134,0.07729118845699008
3382060,213134,0.071276444417466
3636927,213126,0.10397052757889627
1487756,213127,0.0770750948816518
3514509,213127,0.07519902479448302
3697810,213139,0.1172627119409413
2395560,213139,0.07077770520468755
2373976,213122,0.0906954364878241
596089,213122,0.07959175821824321
2521352,213122,0.07229437889968654
2486686,213140,0.08891024074745882
1457347,213134,0.09026617168611267
1528951,213134,0.08391681637732515
3614851,213127,0.09899378584412374
3625099,213127,0.16086983285535458
3447304,213127,0.13809478438934233
3632037,213127,0.09187652407130656
3381761,213127,0.12492706912599708
1294867,213127,0.07209780287864928
3465621,213127,0.11013586773047364
2537040,213127,0.17004706462326002
3457249,213127,0.15108010601614105
41897,213127,0.09810202739148573
727247,213127,0.18414948641982065
1492387,213127,0.08802464625162171
2490026,213140,0.10029585254779964
2486950,213140,0.0983104322542508
3614258,213135,0.08095230482667384
3688528,213127,0.15072690567779332
3385792,213127,0.0944438697892073
3466803,213127,0.08916080703707542
158282,213128,0.15294200440137934
1554852,213128,0.11352576247981826
2275624,213128,0.1049724533531594
1061146,213128,0.12342697896649985
3740782,213128,0.11756767917428496
734097,213128,0.12612312740016568
1330913,213128,0.11086655793872777
2364889,213128,0.1455572240846701
482968,213128,0.09558332428789976
3429027,213128,0.17457163773401746
570835,213128,0.11991884264352524
1820162,213128,0.1473599965426082
2339216,213128,0.07685709842343996
3228212,213128,0.16682761268945245
3738693,213128,0.07584740616349399
575222,213140,0.09065907626876342
1349154,213140,0.07465853698351642
3309157,213140,0.07587162487706411
3301970,213135,0.09201178246893753
1283310,213135,0.09248827441697548
1550690,213128,0.10656139811388676
2332017,213128,0.1441476124750873
3720405,213128,0.0978874174292785
3715215,213128,0.08293185496747085
3438887,213128,0.1452034609549366
3440022,213128,0.07501184322007376
3528793,213128,0.11274445237510736
579890,213128,0.07853562922011408
1825591,213128,0.16530099988888078
3390422,213128,0.09269197364154347
3735303,213128,0.08789631249919115
3640712,213128,0.11890112227653166
2395572,213122,0.08593692627693761
773964,213122,0.08097534437857594
116357,213140,0.09558490883473283
2494135,213140,0.09926385282571404
3745222,213135,0.08764327662158791
145835,213129,0.17444059219009606
1837314,213122,0.07598794240489531
528497,213122,0.07055982538129198
2514541,213122,0.07103824118668768
1791195,213135,0.11387521831143553
2478026,213136,0.07874733001413227
3384744,213136,0.13940229245058922
1766578,213129,0.08285558461184121
2360470,213129,0.10706466096714504
524861,213129,0.1068397612588724
2455621,213129,0.1103984433700346
1747772,213129,0.11797750154853726
170313,213129,0.07748440918587561
618893,213141,0.121379305101412
2501144,213141,0.13723509777845258
1905741,213141,0.14371516408034551
1295750,213136,0.07629233502033235
1538227,213136,0.17318039901536372
2489399,213136,0.09409609794241892
3759722,213136,0.0804624208638628
3543264,213136,0.07624174344799306
2266163,213136,0.1648469578619743
348413,213136,0.11579368892878568
3423125,213136,0.13826616076490195
3464917,213136,0.09066168279281883
1646609,213129,0.11947546368486145
3536322,213129,0.07541101322739792
448216,213129,0.0742581547292492
1278759,213129,0.10645471031882514
3460411,213136,0.15071305494053572
29736,213137,0.0732724578821235
64143,213137,0.11752381883961363
35987,213137,0.1206558205069686
1321558,213137,0.10653630104622766
2491855,213137,0.08590175464801808
2320222,213137,0.10003202868640428
2266209,213123,0.07186041053896197
3756356,213123,0.07182153557098586
3636959,213123,0.07190825356700205
3741629,213123,0.09020549336972174
819995,213123,0.08008709081793469
3486037,213130,0.09531390620310508
3411191,213130,0.0707850035254443
2265467,213130,0.133255914046566
3476199,213130,0.07112384088569097
3632855,213130,0.08684966983656392
2490040,213130,0.07820428366189612
3461643,213130,0.08135684501388206
3396801,213130,0.10779974074414674
3534827,213137,0.10875050463791354
3442059,213137,0.1820171641531058
1438740,213137,0.1145338861519708
566608,213130,0.07144602213699204
2502884,213130,0.0716591897616396
3755383,213130,0.10662625419196407
3753511,213130,0.07845749906572573
568897,213130,0.08169311826535411
3459520,213130,0.13760570311827844
1652729,213130,0.07214290479564275
3687998,213130,0.15598624609008793
1929382,213130,0.10051326378997268
1967551,213130,0.08438595993973877
569548,213130,0.07177338647499994
3629380,213130,0.10119723224268716
3548773,213123,0.08502648064504714
1693860,213123,0.1100335010673434
2495186,213123,0.07385320118763812
1640147,213123,0.09347872424522076
2512926,213123,0.09395218738449798
2306843,213137,0.07659510916292657
3292575,213138,0.08700113106085093
3689068,213138,0.07262155696373357
2271892,213131,0.0971102426100098
3616993,213131,0.1429427275446442
23361,213131,0.09773294509305364
3281580,213131,0.07615680329472714
3731602,213131,0.09724866413149963
190632,213131,0.07212464271621526
633426,213131,0.09138513172077073
3384828,213138,0.08684591937930816
1550700,213138,0.09201037072289314
1529479,213138,0.13332872202518062
3489991,213138,0.09173022611376724
2151715,213131,0.09271573561907104
1303715,213131,0.1133276081078208
3445139,213131,0.07108469583578074
2365275,213131,0.0867080062795285
435829,213131,0.07229014961228647
3734044,213123,0.0767617379925574
113515,213124,0.0826361343467659
1048867,213124,0.09651821066632976
1556624,213124,0.12818899647175172
405030,213124,0.08759048526199804
767612,213124,0.1585396400296977
1547846,213124,0.07449536218797954
3628078,213132,0.2587495605385224
701191,213132,0.16875431793354811
696937,213132,0.21930755291043014
3640653,213132,0.2183304435939329
3472359,213132,0.2190329696352084
1468747,213132,0.2087176899608227
1480526,213138,0.07583034204645991
3688267,213138,0.07288758775090781
2510234,213124,0.0747806753937822
2506459,213124,0.08065258767209209
3623442,213124,0.09809099624723054
3446200,213133,0.10568950921752646
3714984,213133,0.09790686023510607
3433283,213133,0.11415302920302264
3301699,213138,0.08139674189956954
2345705,213138,0.07400777484058993
574484,213125,0.0844231982465833
1459418,213125,0.07629633010688952
343523,213133,0.1233078197943486
2505695,213133,0.151416010726513
3630202,213133,0.1284096302309144
2464385,213139,0.10877792875847844
3371744,213139,0.1076392228890128
2496849,213125,0.08770421079081209
3759581,213125,0.09419729730530146
797496,213125,0.11007802802673593
3758164,213134,0.1066160838854824
295886,213139,0.08866424075605693
3480553,213134,0.08501661152455638
1449579,213134,0.10858090274002298
1051335,213125,0.07259567294490075
1002682,213125,0.08875166310396251
1287590,213125,0.08826657002383932
3741363,213125,0.07353380449694298
244662,213125,0.09122132297096792
716883,213125,0.09321338746773644
2489552,213125,0.10121258164050996
3416296,213125,0.14409518405140287
3616985,213125,0.10156828311269428
3288070,213125,0.08867631962265332
1905776,213125,0.0994797601623116
1051165,213122,0.07308581020461573
1292227,213125,0.10559176562341983
3286555,213125,0.07932639216691376
2099042,213126,0.11946915564678127
567558,213140,0.07528961779541493
1467559,213134,0.10728462299180012
252236,213122,0.07477356086731339
3392489,213126,0.11187689677126073
3636458,213126,0.15393601241098714
3629148,213126,0.1292539303047433
3447178,213140,0.0741263735662999
3451772,213140,0.07490725266644238
2511038,213135,0.09520007131746024
3482418,213135,0.10714111096870048
120288,213140,0.0999781002188605
1048391,213122,0.09954772213176284
1277197,213135,0.07793444073880197
1876104,213135,0.08533052467472617
3511567,213135,0.10702325529748706
1559615,213140,0.08294682270630821
786098,213140,0.07898675454255867
1491782,213140,0.07778837327576989
33657,213122,0.0947217627103454
2328259,213135,0.07107831210492914
1600950,213135,0.13126307030756268
164073,213127,0.1372939893735509
2361831,213127,0.10818391408702396
3628418,213127,0.1886356583410233
3454915,213127,0.1338724507882957
639550,213127,0.0761911624892392
812870,213127,0.13141897245510067
3382062,213127,0.10095972342480672
1310548,213127,0.08273232983136962
1556979,213127,0.11772532076151515
1385910,213127,0.10949415775446457
247544,213127,0.15449806854044204
3305142,213127,0.12234724704909784
3401512,213127,0.0936568274790566
3488478,213140,0.07276371597723284
422549,213141,0.09970444645594416
2489897,213141,0.18886708084275708
783599,213122,0.07320288069438452
2453100,213123,0.08024241727327927
3437165,213123,0.0725748159458441
3424897,213136,0.08993461915278843
2497926,213136,0.11147655568724736
3739045,213136,0.08914058653799893
1478938,213127,0.14774714418838542
704790,213127,0.08659867204555467
1354355,213127,0.15880816220921698
1543267,213128,0.13504260365420911
3614851,213128,0.07513888380298811
673708,213128,0.10519360241375726
1504778,213128,0.11493177846526613
3428144,213128,0.13880494470879312
338645,213128,0.15747938645166132
2655014,213123,0.07597793081965963
648347,213123,0.0746580311687529
3620443,213123,0.09410083451442536
1546961,213123,0.10647974221147648
3752536,213136,0.09823901662605744
1516952,213136,0.0810942776360478
3754291,213136,0.08602737512114325
3467527,213136,0.08262189330899485
3365614,213136,0.11580884639043522
3734477,213136,0.15379422878547908
144889,213136,0.15789653749986782
3512454,213136,0.08777565191136655
1555056,213128,0.0821877954817248
3277876,213128,0.09632709089540002
3285344,213128,0.1199766106367271
3439206,213128,0.0993711168322714
3623456,213128,0.13092841370275787
2362376,213128,0.10332296091727658
3285933,213128,0.13635620882695376
3640119,213128,0.08747723369225845
3624470,213128,0.07354113152893971
1298684,213128,0.131004527877442
3629693,213128,0.13346645262120946
2378196,213128,0.15821193202091136
1292239,213128,0.13073691617592634
2339326,213128,0.1105703139711322
2507239,213128,0.1450739764568821
3616257,213128,0.11131772863793066
3462780,213137,0.09800269195747033
256895,213137,0.07124567420727343
2267863,213137,0.14503465740885604
575387,213137,0.08677110820823851
3621372,213137,0.09730771972170876
3413129,213137,0.11522587291053868
3477952,213123,0.07477972617541027
3446521,213123,0.07916322423538293
1697083,213123,0.07197797897357719
900888,213123,0.08332542743166421
3716253,213123,0.08994847983619379
3759284,213123,0.07046276894071207
3292575,213129,0.08365248389843129
185647,213129,0.08398939739278691
3291831,213129,0.10510109725322477
3289342,213129,0.07816850090844574
901195,213137,0.12450537375326988
711348,213137,0.1243048364357335
3422771,213137,0.08423748899126614
3473568,213137,0.07664650096206474
478413,213137,0.13399731039914742
3369935,213137,0.13415311455204462
714354,213123,0.09006469941192112
3489267,213123,0.1107898536826117
3413295,213123,0.09937880138075908
664578,213124,0.07972350703813523
530761,213124,0.0941181934747848
1254769,213124,0.07739453904214988
2032185,213129,0.1505955875151372
3739307,213137,0.08269309635363488
2357001,213138,0.0711174906243158
3546805,213138,0.07056377110489986
3419920,213124,0.11456142129074408
680436,213124,0.07574225699525497
2489715,213124,0.1177276371705633
2346501,213124,0.07724075142946563
2513144,213124,0.08044616134543606
1510044,213129,0.12673019504478295
2272110,213129,0.0918781291417231
1396182,213138,0.08890542863578438
3537169,213124,0.10361267293450116
812035,213124,0.07359214545945301
1989269,213124,0.1074833561810374
908965,213124,0.07202219390607252
2271883,213130,0.08943026588319491
3718782,213130,0.07267923439655613
3629674,213130,0.070969573555361
1439627,213130,0.07995865408800205
3743709,213130,0.08618891174597862
3451412,213130,0.16580268447937954
3748374,213130,0.1320232124557183
3747650,213130,0.12034677030556698
1699299,213130,0.13153316883779476
2507410,213130,0.07619655897344982
3477031,213138,0.07459342207073721
776652,213124,0.11380534350983335
2531730,213124,0.09835677654562776
2091157,213125,0.07086942174497167
3634691,213125,0.07893527540526257
331793,213125,0.09034924439283328
3744826,213125,0.13651469161179255
710703,213125,0.11819661304659487
3408698,213125,0.10153815726138664
907165,213130,0.09802277464498883
3397913,213130,0.0936383118374679
1926691,213130,0.09996480141595264
2273526,213130,0.09494571739608333
3541664,213130,0.09096536593609114
3617377,213130,0.08772916755589256
3405643,213130,0.09957915889009528
1535160,213138,0.09401857148493813
1542853,213125,0.09338841006158638
381997,213125,0.0759675877683493
2353938,213125,0.07305076040183846
3466067,213125,0.07513272113902877
3625246,213125,0.0908242159131258
58351,213125,0.07334091615391489
3718516,213125,0.10692922743381243
3727893,213125,0.07239061738972691
663872,213125,0.0884358390256938
152534,213125,0.0962059387523087
3754570,213138,0.12397345614000567
778151,213138,0.08399272358921632
3286196,213130,0.08928672940541038
3732244,213130,0.1182409579574
266183,213131,0.07271842768800951
3546196,213131,0.11151806083564647
2334449,213131,0.07537526935342828
3285633,213131,0.09229490128821938
467895,213125,0.1235661582781638
644337,213125,0.10586328660436553
3380256,213125,0.09140482808719977
3367461,213125,0.08036143643196983
3732375,213125,0.10438791970794893
3620214,213125,0.07356681233179675
658336,213125,0.07146915866031614
900073,213126,0.078186811169248
2479678,213126,0.078186811169248
65150,213126,0.08907903059062564
1290483,213139,0.08386448718119792
3730794,213131,0.12672987610460953
665239,213131,0.09254517440304284
784486,213131,0.07337740212372353
1628454,213131,0.10116194227094008
669383,213131,0.09245483513507656
1307453,213131,0.0995473702024918
3319967,213132,0.1893162456644444
2328697,213126,0.08672988340154522
3396662,213126,0.07807793670296424
1928407,213126,0.07980234926568644
3483950,213126,0.12194444670035648
3316279,213126,0.0798436307228428
1628793,213126,0.14975031124505694
3697810,213126,0.12142650742615825
610730,213126,0.11401332169881358
476336,213127,0.12942869735342655
3461923,213127,0.12215069651966093
1431427,213127,0.12393440138931115
719775,213127,0.14603617412627712
1436049,213127,0.07574098058834572
3461793,213127,0.15693233484567
3619378,213127,0.16698154526724746
3505545,213127,0.1230454494178176
3636484,213127,0.1491484507403788
651637,213133,0.08206865743551793
1967571,213133,0.10448523331340354
612770,213139,0.07230939375987043
3371778,213140,0.0713037689730121
787594,213140,0.09496595489359252
1494062,213133,0.07257066448089819
2477616,213133,0.12162036591366608
3738313,213133,0.1000297276100638
