id,label,lat,lon,paper,infomap,hierarchy,x,y,z
15249,TWN,24.0,121.0,1,1,1:225,-151.95128707465514,19.51186735374438,6.821405315044103
15249,THA,15.5,101.0,1,1,1:225,-151.95128707465514,19.51186735374438,6.821405315044103
15249,GBR,54.75844,-2.69531,1,1,1:225,-151.95128707465514,19.51186735374438,6.821405315044103
15249,USA,34.004740000000005,-117.33588,1,1,1:225,-151.95128707465514,19.51186735374438,6.821405315044103
15249,USA,41.48583,-81.70111,1,1,1:225,-151.95128707465514,19.51186735374438,6.821405315044103
15601,MEX,23.0,-102.0,1,2,2:1188,51.35833346715276,-123.72143489960946,120.01678162185618
15601,USA,39.76,-98.5,1,2,2:1188,51.35833346715276,-123.72143489960946,120.01678162185618
15958,ECU,-1.25,-78.25,1,6,6:254,104.06797488478156,-79.07742233046758,48.53792549348657
15958,PER,-10.0,-75.25,1,6,6:254,104.06797488478156,-79.07742233046758,48.53792549348657
16007,MYS,3.1412,101.68653,1,3,3:277,-147.57338653991292,5.4031051222239626,-4.540060452715039
16007,MYS,2.5,112.5,1,3,3:277,-147.57338653991292,5.4031051222239626,-4.540060452715039
16621,CHN,23.37327,113.51219,1,30,30:32,131.3354102098823,24.487263291668455,-121.491490940192
16906,CHN,31.86389,117.28083,1,15,15:17,243.48232781462275,-90.11490744028163,247.94603315504207
16906,CHN,35.0,105.0,1,15,15:17,243.48232781462275,-90.11490744028163,247.94603315504207
18070,IDN,-5.0,120.0,1,2,2:385,45.640365808616934,-146.5438177938966,131.84442335042814
18070,IDN,2.0,99.0,1,2,2:385,45.640365808616934,-146.5438177938966,131.84442335042814
18676,IND,22.0,79.0,1,3,3:255,-59.625560034043616,-7.361143831730118,-28.00635628225527
18676,IND,13.0,77.58333,1,3,3:255,-59.625560034043616,-7.361143831730118,-28.00635628225527
18676,IND,13.08891,80.26483,1,3,3:255,-59.625560034043616,-7.361143831730118,-28.00635628225527
18676,IND,28.70113,77.10154,1,3,3:255,-59.625560034043616,-7.361143831730118,-28.00635628225527
18676,IND,26.46523,80.34975,1,3,3:255,-59.625560034043616,-7.361143831730118,-28.00635628225527
18676,IND,19.12636,72.84897,1,3,3:255,-59.625560034043616,-7.361143831730118,-28.00635628225527
18676,IND,18.74673,73.75465,1,3,3:255,-59.625560034043616,-7.361143831730118,-28.00635628225527
18834,PER,-6.785189999999999,-79.6669,1,4,4:266,-77.17128611115567,-30.167599619076697,-7.079382254892778
18834,BOL,-17.0,-65.0,1,4,4:266,-77.17128611115567,-30.167599619076697,-7.079382254892778
19132,CHN,36.19278,117.65694,1,2,2:1482,-1.5590223692450706,-54.0265717234125,57.93304197673251
19132,CHN,35.0,105.0,1,2,2:1482,-1.5590223692450706,-54.0265717234125,57.93304197673251
21074,IRN,31.5,49.0,1,16,16:25,-0.7019294076084179,131.10580576229455,-53.24504083635978
21074,IRN,32.0,53.0,1,16,16:25,-0.7019294076084179,131.10580576229455,-53.24504083635978
21074,IRN,31.31901,48.6842,1,16,16:25,-0.7019294076084179,131.10580576229455,-53.24504083635978
22203,IND,22.0,79.0,1,13,13:23,-97.99913285051304,20.705073115375342,13.127277910785267
23361,USA,35.46765,-97.51379,1,5,5:112,-130.49274966678973,-1.2978933082923447,-4.975831872770726
23361,USA,35.96064000000001,-83.92074000000002,1,5,5:112,-130.49274966678973,-1.2978933082923447,-4.975831872770726
23361,USA,35.75035,-86.25027,1,5,5:112,-130.49274966678973,-1.2978933082923447,-4.975831872770726
23361,USA,34.004740000000005,-117.33588,1,5,5:112,-130.49274966678973,-1.2978933082923447,-4.975831872770726
25290,CHN,35.0,105.0,1,20,20:69,-66.54629614760807,-11.011603561035685,-103.30351733722961
26505,KHM,13.0,105.0,1,4,4:261,-82.91956385592471,-42.720930541223,-23.462521584470238
27623,VUT,-16.0,167.0,1,4,4:244,-85.78477028567755,-42.35487253337229,-24.924434106216694
27623,USA,46.55128,-123.77886,1,4,4:244,-85.78477028567755,-42.35487253337229,-24.924434106216694
27997,ITA,41.89193,12.51133,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,FRA,48.85339000000001,2.34864,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,USA,28.61683,-82.36508,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,CHN,31.22222,121.45806,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,ISR,31.5,34.75,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,USA,40.73566,-74.17237,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,ESP,40.40225,-3.71029,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,ESP,40.0,-4.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,GBR,51.50853,-0.12574000000000002,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,GBR,54.75844,-2.69531,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,GRC,37.97945,23.71622,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,GRC,39.0,22.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,TWN,24.94702,121.58175,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,TWN,24.0,121.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,JPN,34.68631,135.51968,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,JPN,35.68536,139.75309,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,CHN,35.0,105.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,CHN,39.91691,116.39706,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,PRK,40.0,127.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,THA,13.75398,100.50144,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,THA,15.5,101.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,PHL,14.6042,120.9822,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,PHL,13.0,122.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,VNM,16.16667,107.83333,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,KOR,36.5,127.75,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,OMN,23.58413,58.40778,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,OMN,21.0,57.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,SGP,1.36667,103.8,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,USA,29.76328,-95.36327,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,USA,34.004740000000005,-117.33588,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,POL,51.1,17.03333,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,POL,52.0,20.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,MEX,19.42847,-99.12766,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,MEX,23.0,-102.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,USA,34.750370000000004,-92.50044,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,ARG,-34.57076,-58.42754,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,KEN,1.0,38.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,AUS,-27.44573,153.02993999999995,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,AUS,-25.0,135.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,RUS,55.81363,36.71631,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,USA,39.14874,-77.21096999999997,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,USA,43.00035,-75.4999,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,USA,41.85003,-87.65005,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,HUN,47.49801,19.03991,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,HUN,47.0,20.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,USA,25.77427,-80.19366,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,TUR,39.0,35.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,IND,19.12636,72.84897,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,IND,22.0,79.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,CHN,22.537370000000006,114.1111,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,GRC,40.62334,22.95369,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,NLD,51.88246,4.28784,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,NLD,52.25,5.75,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,ROU,44.43225,26.10626,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,ROU,46.0,25.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,BGD,24.0,90.0,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,IND,28.70113,77.10154,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,ISR,32.08088,34.780570000000004,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,JPN,35.6895,139.69171,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,JPN,35.02107,135.75385,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
27997,DEU,52.5233,13.41377,1,1,1:154,-191.333523356832,24.247195336012226,25.701475033287863
28351,AFG,34.64423,66.77085,1,3,3:798,-79.53908596020744,-26.28652865386084,-27.89977030560047
28641,CHN,35.0,105.0,1,1,1:45,-92.99134456345445,-9.044771761239389,-2.1305046473430025
29139,USA,38.63162,-90.24925,1,4,4:490,-94.8099497374464,-33.38387977688777,-2.819685036819152
29139,USA,35.50778,-97.54222,1,4,4:490,-94.8099497374464,-33.38387977688777,-2.819685036819152
29139,USA,34.004740000000005,-117.33588,1,4,4:490,-94.8099497374464,-33.38387977688777,-2.819685036819152
29665,AUS,-27.44573,153.02993999999995,1,22,22:24,-242.60915645624908,-21.630006669476018,-12.07717926206223
29665,AUS,-25.0,135.0,1,22,22:24,-242.60915645624908,-21.630006669476018,-12.07717926206223
29736,COL,7.0,-75.5,1,2,2:1113,57.11223162526295,-133.90582434391933,122.35519371758272
29736,COL,10.98778,-74.95472,1,2,2:1113,57.11223162526295,-133.90582434391933,122.35519371758272
29736,COL,6.33732,-75.55795,1,2,2:1113,57.11223162526295,-133.90582434391933,122.35519371758272
29736,MEX,19.78639,-101.13778,1,2,2:1113,57.11223162526295,-133.90582434391933,122.35519371758272
29736,COL,6.78234,-75.56191,1,2,2:1113,57.11223162526295,-133.90582434391933,122.35519371758272
29736,FRA,48.85339000000001,2.34864,1,2,2:1113,57.11223162526295,-133.90582434391933,122.35519371758272
31104,IND,27.08333,77.96667,1,17,17:74,-36.897411398198216,97.335527734734,47.65640439173097
31392,AUS,-37.814,144.96331999999995,1,5,5:114,-138.7583704012975,0.13388724271916885,1.8229668481975523
31392,AUS,-25.0,135.0,1,5,5:114,-138.7583704012975,0.13388724271916885,1.8229668481975523
31392,CAN,50.88611,-65.40666999999999,1,5,5:114,-138.7583704012975,0.13388724271916885,1.8229668481975523
31392,GBR,54.75844,-2.69531,1,5,5:114,-138.7583704012975,0.13388724271916885,1.8229668481975523
31659,BGD,24.0,90.0,1,4,4:459,-54.944960095065255,-51.535014749164674,-39.34480401463051
31659,BGD,21.84103,91.86563,1,4,4:459,-54.944960095065255,-51.535014749164674,-39.34480401463051
31832,NPL,28.0,84.0,1,2,2:967,53.70766624379746,-129.65444814233524,113.5356091113191
31832,NPL,27.701690000000006,85.3206,1,2,2:967,53.70766624379746,-129.65444814233524,113.5356091113191
32068,CUB,20.02083,-75.82667,1,2,2:862,-38.58514123295805,-43.748776433190756,22.018589371855455
32068,BLZ,17.25,-88.75,1,2,2:862,-38.58514123295805,-43.748776433190756,22.018589371855455
32068,GUY,5.0,-59.0,1,2,2:862,-38.58514123295805,-43.748776433190756,22.018589371855455
32068,CRI,10.0,-84.0,1,2,2:862,-38.58514123295805,-43.748776433190756,22.018589371855455
32068,MEX,23.0,-102.0,1,2,2:862,-38.58514123295805,-43.748776433190756,22.018589371855455
33571,GRC,37.97945,23.71622,1,20,20:44,-73.83476787692896,-10.392105463993147,-106.54936809742412
33571,GRC,39.0,22.0,1,20,20:44,-73.83476787692896,-10.392105463993147,-106.54936809742412
33657,ETH,9.0,39.5,1,4,4:178,-90.52960351998453,-30.70364631204521,-7.331835514188242
33991,IDN,0.0,102.0,1,23,23:50,-113.98619787066625,136.05814057662764,-66.50122622468584
33991,IDN,0.0,110.5,1,23,23:50,-113.98619787066625,136.05814057662764,-66.50122622468584
33991,ARE,23.10262,53.71159,1,23,23:50,-113.98619787066625,136.05814057662764,-66.50122622468584
33991,SGP,1.36667,103.8,1,23,23:50,-113.98619787066625,136.05814057662764,-66.50122622468584
33991,IDN,-3.0,104.71667,1,23,23:50,-113.98619787066625,136.05814057662764,-66.50122622468584
34007,USA,46.55128,-123.77886,1,27,27:25,160.73157708798357,-26.745760237313903,-243.883455199873
34007,FJI,-18.247,178.0743,1,27,27:25,160.73157708798357,-26.745760237313903,-243.883455199873
34459,GBR,54.75844,-2.69531,1,3,3:251,-64.47176143754112,-13.130738320951139,-38.57213667626701
35350,CAN,60.10867,-113.64258,1,4,4:272,-84.6263629502352,-40.20059859376917,-23.14357357834075
35676,IND,22.0,79.0,1,2,2:293,116.26487402244959,-83.31453049875074,53.76031438003565
35987,FRA,43.6113,3.8771,1,2,2:262,55.91970035167731,-127.81685817906714,119.2117173301022
35987,FRA,48.94956,2.5684,1,2,2:262,55.91970035167731,-127.81685817906714,119.2117173301022
35987,FRA,43.71553,1.604,1,2,2:262,55.91970035167731,-127.81685817906714,119.2117173301022
36111,JPN,35.68536,139.75309,1,4,4:176,-86.6806240264641,-41.40382516018357,-22.62846201943171
36290,VNM,16.16667,107.83333,1,1,1:29,-182.44985788383408,28.634117853955104,-18.40794891648389
36322,MEX,30.0,-115.0,1,31,31:11,-99.74386973487705,-134.22320513118297,247.78242854042003
36322,MEX,25.83333,-111.83333,1,31,31:11,-99.74386973487705,-134.22320513118297,247.78242854042003
36322,MEX,23.0,-102.0,1,31,31:11,-99.74386973487705,-134.22320513118297,247.78242854042003
38722,CHN,41.79222,123.43278,1,3,3:324,-70.38403481444604,-12.0556586024627,-35.2906492673429
38887,DEU,53.11528000000001,8.7975,1,4,4:215,-86.8960062948629,-41.89155962876566,-21.43285245455516
38887,DEU,53.14068,8.21706,1,4,4:215,-86.8960062948629,-41.89155962876566,-21.43285245455516
38887,DEU,51.5,10.5,1,4,4:215,-86.8960062948629,-41.89155962876566,-21.43285245455516
39067,USA,40.71427,-74.00596999999998,1,1,1:545,-139.70842098501754,6.073702687367472,-0.9114396882117433
39067,USA,40.74527,-73.99253,1,1,1:545,-139.70842098501754,6.073702687367472,-0.9114396882117433
41897,KEN,-0.273,35.383,1,6,6:180,113.10660318275984,-79.28447472069493,50.566784699566824
43270,RUS,51.67204,39.1843,1,1,1:111,-110.40780113371764,20.690473267346476,8.315536606937485
43309,USA,41.85003,-87.65005,1,17,17:50,-42.72718513641544,99.27365756056452,48.342895834075705
43356,CHN,23.37327,113.51219,1,4,4:6,-147.57579528848777,10.591194300750203,-5.489420774870354
43356,CHN,23.5,113.25,1,4,4:6,-147.57579528848777,10.591194300750203,-5.489420774870354
44302,CAN,60.10867,-113.64258,1,18,18:50,-211.4058259598863,-35.23767888961521,2.2224342422838106
45298,USA,33.44838,-112.07404,1,5,5:189,-139.15059496089793,1.8098834334861067,2.2821515464685547
45298,USA,41.85003,-87.65005,1,5,5:189,-139.15059496089793,1.8098834334861067,2.2821515464685547
45298,USA,40.00032,-89.25036999999998,1,5,5:189,-139.15059496089793,1.8098834334861067,2.2821515464685547
46744,CHN,39.91691,116.39706,1,11,11:13,-106.97332712411475,-6.8859851413364765,-17.5523453774407
46744,CHN,35.0,105.0,1,11,11:13,-106.97332712411475,-6.8859851413364765,-17.5523453774407
47367,ETH,9.0,39.5,1,6,6:208,109.56493986157727,-86.71878369993331,51.97200255287993
47367,ETH,8.0,39.0,1,6,6:208,109.56493986157727,-86.71878369993331,51.97200255287993
47367,MDG,-20.0,47.0,1,6,6:208,109.56493986157727,-86.71878369993331,51.97200255287993
48539,GBR,51.50853,-0.12574000000000002,1,1,1:794,-144.22442310471632,11.550636586555527,2.535968717501788
48539,GBR,54.75844,-2.69531,1,1,1:794,-144.22442310471632,11.550636586555527,2.535968717501788
48560,CHN,23.5,113.25,1,15,15:47,246.0697252420793,-90.41304297332542,244.65288284289738
48560,CHN,35.0,105.0,1,15,15:47,246.0697252420793,-90.41304297332542,244.65288284289738
49264,GBR,54.75844,-2.69531,1,2,2:335,63.43037913702568,-125.1379519731363,118.05725189603163
49764,TWN,24.0,121.0,1,2,2:60,53.900968316927106,-145.30747611763496,133.84671705472812
50075,GBR,54.75844,-2.69531,1,4,4:418,-141.73799238835448,-145.86144080591163,-93.11094984627647
50075,AUS,-25.0,135.0,1,4,4:418,-141.73799238835448,-145.86144080591163,-93.11094984627647
50075,NZL,-42.0,174.0,1,4,4:418,-141.73799238835448,-145.86144080591163,-93.11094984627647
50240,CHE,47.55773,7.593610000000001,1,3,3:365,-76.07189311579657,-20.3186748647025,-20.457542172734065
50240,CHE,47.00016,8.01427,1,3,3:365,-76.07189311579657,-20.3186748647025,-20.457542172734065
51342,MEX,23.0,-102.0,1,3,3:722,-63.76559664702194,-14.597691233123072,-36.34938170414458
51342,USA,39.76,-98.5,1,3,3:722,-63.76559664702194,-14.597691233123072,-36.34938170414458
51342,MEX,31.30862,-110.94217,1,3,3:722,-63.76559664702194,-14.597691233123072,-36.34938170414458
51342,USA,34.5003,-111.50098,1,3,3:722,-63.76559664702194,-14.597691233123072,-36.34938170414458
51929,CHN,23.5,113.25,1,4,4:95,-56.67785396560305,-29.96220630248891,25.353855723407776
51929,CHN,35.0,105.0,1,4,4:95,-56.67785396560305,-29.96220630248891,25.353855723407776
52331,USA,27.94752,-82.45843,1,3,3:407,-121.19096558701202,31.241849800745285,-24.73539788318311
53274,AUS,-25.0,135.0,1,4,4:314,-87.4592520032759,-38.39051607144637,-24.64808809379568
54943,DEU,49.08333,9.66667,1,5,5:117,-100.72884717293206,-14.41419768857861,-17.75887595530517
54943,DEU,51.5,10.5,1,5,5:117,-100.72884717293206,-14.41419768857861,-17.75887595530517
55773,COL,3.4372199999999995,-76.5225,1,2,2:258,-29.969308528575766,-48.73918698755361,32.867681123267175
55773,COL,10.98778,-74.95472,1,2,2:258,-29.969308528575766,-48.73918698755361,32.867681123267175
55780,DEU,52.5233,13.41377,1,5,5:15,-25.923032453872423,-42.760831262256374,32.6004062577955
56157,CHN,23.37327,113.51219,1,1,1:617,-156.5104459396528,22.50997932794246,8.590084588445222
56157,CHN,35.0,105.0,1,1,1:617,-156.5104459396528,22.50997932794246,8.590084588445222
56395,CYP,35.00304000000001,32.98791,1,1,1:148,-120.92961636664361,15.310097453985577,4.100482390635989
56395,ESP,42.5,2.25,1,1,1:148,-120.92961636664361,15.310097453985577,4.100482390635989
57128,EST,59.0,26.0,1,1,1:426,-136.07040772084207,12.960351458159835,6.744689329415394
57597,GHA,8.1,-1.2,1,2,2:891,10.461997976651276,-76.9559648674566,56.53981099617391
57811,USA,37.25022,-119.75126000000002,1,3,3:325,-58.70702391084416,-10.627859828186331,-32.5173080723489
57811,USA,34.05223,-118.24368,1,3,3:325,-58.70702391084416,-10.627859828186331,-32.5173080723489
58068,FRA,48.94956,2.5684,1,1,1:1149,-121.0899988759173,16.827652112166618,4.000230018369024
58351,ITA,42.83333,12.83333,1,1,1:722,-200.23726173462012,28.508194164706197,25.87965827693563
58404,CAN,60.10867,-113.64258,1,12,12:45,-130.2930242641273,-178.92379211143665,-39.300906142786346
59914,ZAF,-26.0,30.0,1,6,6:26,109.21747787965899,-86.76673092811899,49.296014202824324
59914,ZAF,-29.0,24.0,1,6,6:26,109.21747787965899,-86.76673092811899,49.296014202824324
59914,MOZ,-25.5,32.33333,1,6,6:26,109.21747787965899,-86.76673092811899,49.296014202824324
59914,MOZ,-18.25,35.0,1,6,6:26,109.21747787965899,-86.76673092811899,49.296014202824324
60993,PAK,31.4706,74.3488,1,2,2:350,51.83125110400982,-143.41297992852708,128.4035429308227
60993,PAK,31.558000000000003,74.35070999999998,1,2,2:350,51.83125110400982,-143.41297992852708,128.4035429308227
60993,USA,44.85702,-93.34842,1,2,2:350,51.83125110400982,-143.41297992852708,128.4035429308227
61652,PHL,13.0,122.0,1,4,4:304,-70.44425352881663,-11.081948283356496,14.073625316275184
63932,PRT,32.73333,-17.0,1,2,2:1332,-66.12938191511566,-32.60411516625575,26.156166274123564
63932,AGO,-12.5,18.5,1,2,2:1332,-66.12938191511566,-32.60411516625575,26.156166274123564
63932,BRA,-10.0,-55.0,1,2,2:1332,-66.12938191511566,-32.60411516625575,26.156166274123564
63989,CAN,49.25014,-84.49983,1,2,2:1299,58.32062049363293,-126.96708066084221,116.30473870237239
63989,CAN,60.10867,-113.64258,1,2,2:1299,58.32062049363293,-126.96708066084221,116.30473870237239
64143,CHN,28.19874,112.97087,1,2,2:199,58.5024810110321,-129.33374920779232,119.50361388015062
64143,CHN,35.0,105.0,1,2,2:199,58.5024810110321,-129.33374920779232,119.50361388015062
65121,AUS,-25.0,135.0,1,12,12:31,-126.77685353202831,-177.62556698841632,-38.26404164952331
65150,FJI,-18.0,178.0,1,4,4:225,-147.2843367109341,-141.5098565564931,-91.7544894078161
65150,VUT,-16.0,167.0,1,4,4:225,-147.2843367109341,-141.5098565564931,-91.7544894078161
65150,WSM,-13.8,-172.13333,1,4,4:225,-147.2843367109341,-141.5098565564931,-91.7544894078161
66942,IND,22.0,79.0,1,3,3:309,-109.51194739293109,-2.916153736399764,-2.9380797029847656
66942,IND,23.02579,72.58726999999998,1,3,3:309,-109.51194739293109,-2.916153736399764,-2.9380797029847656
66942,IND,13.0,77.58333,1,3,3:309,-109.51194739293109,-2.916153736399764,-2.9380797029847656
66942,IND,17.40164,78.48976,1,3,3:309,-109.51194739293109,-2.916153736399764,-2.9380797029847656
66942,IND,19.12636,72.84897,1,3,3:309,-109.51194739293109,-2.916153736399764,-2.9380797029847656
66942,IND,31.16667,77.58333,1,3,3:309,-109.51194739293109,-2.916153736399764,-2.9380797029847656
69455,BGD,23.78406,90.39816,1,33,33:24,-245.74855876543606,-13.662969144548441,207.32511314635963
69455,CHN,31.86389,117.28083,1,33,33:24,-245.74855876543606,-13.662969144548441,207.32511314635963
69455,CHN,35.0,105.0,1,33,33:24,-245.74855876543606,-13.662969144548441,207.32511314635963
69497,PAK,31.4706,74.3488,1,2,2:90,-82.28847172932086,-34.82926473174439,-10.595958156095008
69497,PAK,31.558000000000003,74.35070999999998,1,2,2:90,-82.28847172932086,-34.82926473174439,-10.595958156095008
69497,PAK,30.196790000000004,71.47824,1,2,2:90,-82.28847172932086,-34.82926473174439,-10.595958156095008
70159,IND,20.27241,85.83385,1,26,26:53,-113.88201949480512,21.99865283220464,-3.8999290506721422
70159,IND,20.5,84.41667,1,26,26:53,-113.88201949480512,21.99865283220464,-3.8999290506721422
70159,IND,22.0,79.0,1,26,26:53,-113.88201949480512,21.99865283220464,-3.8999290506721422
70238,GBR,51.50853,-0.12574000000000002,1,3,3:128,-68.39782088545593,-18.703732583874455,-28.134162263380745
70341,GBR,52.17506,0.14172,1,4,4:157,-89.6718882982994,-38.36913061223132,-26.804267326700597
70341,GBR,52.33333,0.08333,1,4,4:157,-89.6718882982994,-38.36913061223132,-26.804267326700597
70409,VNM,10.82327,106.62978,1,2,2:706,-69.23566393139882,-27.62473745159653,16.00143842473051
70409,VNM,10.82302,106.62965,1,2,2:706,-69.23566393139882,-27.62473745159653,16.00143842473051
70409,VNM,16.16667,107.83333,1,2,2:706,-69.23566393139882,-27.62473745159653,16.00143842473051
70900,AUS,-31.952240000000003,115.8614,1,4,4:402,-96.27788126475357,-32.89777120047253,-12.987679438625605
71004,CHN,31.14338,121.80521,1,9,9:15,-197.83734523790403,25.87673746486911,27.598640623835706
71004,USA,39.64452,-80.8576,1,9,9:15,-197.83734523790403,25.87673746486911,27.598640623835706
71004,CHN,35.0,105.0,1,9,9:15,-197.83734523790403,25.87673746486911,27.598640623835706
71322,ITA,42.83333,12.83333,1,2,2:322,52.60947762272576,-127.28147511555449,120.92535417969287
71322,FRA,48.94956,2.5684,1,2,2:322,52.60947762272576,-127.28147511555449,120.92535417969287
71322,HRV,45.16667,15.5,1,2,2:322,52.60947762272576,-127.28147511555449,120.92535417969287
71322,DEU,51.5,10.5,1,2,2:322,52.60947762272576,-127.28147511555449,120.92535417969287
72572,BGD,23.83333,90.25,1,4,4:230,-77.11648708107847,-35.97626529251127,-4.843344531880234
72572,BGD,24.0,90.0,1,4,4:230,-77.11648708107847,-35.97626529251127,-4.843344531880234
72751,TWN,22.63429,120.36621,1,5,5:26,-136.0722142822732,6.4994209832997285,-3.2365366360947405
72751,TWN,24.0,121.0,1,5,5:26,-136.0722142822732,6.4994209832997285,-3.2365366360947405
