tsne-1,tsne-2,doc_id
3.9207044070443122,5.090481854810573,3440643
13.077273571156365,2.9917527230097223,3538950
11.104319865056947,-2.8379816169688206,1474569
27.227803122845653,17.966474904437003,3375114
18.20157365959258,1.1848040853744515,425995
27.377293537308486,21.677922255908214,1277972
21.749628432240055,19.087431495876604,3375127
14.392711566066414,-21.70175427637379,3735576
-2.624466885249891,-10.268111163012621,2326553
5.898791213637548,7.020914326183113,1507354
16.983945442172296,-6.627559646024922,3407903
32.16019378865481,-21.67379514548371,3506207
13.174536919904918,12.639121424615665,229410
-0.7964879735119915,24.492942431445687,557091
1.935744965062726,27.445711613056893,3538981
-9.369393624884612,9.042816500260459,2064422
-6.658794025209674,-18.502070465837075,3538989
13.693871004699986,-8.425781027053375,1277998
-25.958600115856903,8.009957968343542,1605680
-4.657133086399292,21.935058171213335,196658
28.797426080093913,-18.06584586255622,3637298
3.6910800938508386,11.381175521961753,3440693
8.640861221926917,19.355645899162024,3637302
9.23734987564532,-44.15575738690005,3637305
-6.14969482836877,-13.7782757180844,3539002
3.0825170874049936,4.018295457382801,3539013
-21.98988749642844,-0.83843336431365,3539014
-32.90168725679872,-19.01951925633395,3407943
-16.571537417267894,6.81149059475734,3539015
-13.658448859486668,20.322837490207785,3539019
-6.637723049592079,-8.737461278423112,786508
11.4061777732716,-9.393984329952087,3211340
38.17878661308591,-3.8286681782455227,1507406
-10.80141087103427,4.821511375078468,3735633
-0.7642695180621009,16.388453623790337,655442
10.227657843958355,10.454359256594051,295005
-31.30638307230855,-17.387285285455402,3637352
21.43839894264174,-11.847101794607617,1540208
19.31540253332558,43.13045389451597,3637362
15.918389611516341,5.614547070933436,2457725
-24.309003298196007,1.0027787586575445,3637376
9.778411930865586,25.767463444257572,2457734
25.636814151711928,19.843118150513682,2097289
-34.88177278912116,3.062047523493523,721034
-15.931669697807552,19.083613726442863,2064522
25.388386020349017,15.748838668411995,3637388
-16.75136361792578,18.208145241963646,3539091
17.473883888733987,1.1666934767095571,786584
14.238361956042597,-12.999368111465936,524441
-13.797827589489968,-20.417689439389626,688286
-27.889707900026508,10.21207520603149,2326688
4.430049596161925,-7.200785896968927,1441953
31.040172693101827,-14.672258973278385,3473568
-0.04688789741726231,-3.588605787224376,3440804
-19.323082788064493,9.977855337065783,3473577
9.345383927409928,-44.02720255773816,3539118
27.10429926080974,1.0646915660967293,1474736
-23.736422124818123,0.40256913096258795,1867954
9.336508677804067,9.36599926770698,786612
3.878903114242261,14.048009077852775,2490553
-3.665717606076338,9.876529008238283,2490555
14.478875028378612,14.120564651129476,3539132
-21.034338768269816,11.131240188724727,3309766
-16.075632561926614,25.267126847367106,2064584
-30.14909603547254,-6.58181789899873,393419
-12.125557004783682,23.623024239026016,2097355
-5.73176171267167,18.10317535925563,426189
2.210078031433964,7.221007782595281,426193
33.662041091104484,-21.105058219409873,1310930
10.383696326829522,-12.825586967253939,3539158
11.22399997049514,-0.7220134343350607,2490583
-20.04642966431231,26.51682854874807,3408087
-27.815588463225648,19.62304340803555,1474777
-4.386152834306102,38.12800891211625,2097370
-1.8849218087525477,37.281062514366155,3375323
30.65089198694625,-14.486857363219489,3506395
-7.103667269583229,-10.184434434399964,3408093
-24.860357492143166,10.734164334639498,1540319
-6.222361162687554,12.503917694406562,1278176
36.342755150849364,-19.248817689185042,655586
12.603711853852063,17.543418344676425,3539171
15.657706145898363,-2.9317917820667865,1474793
-8.392454117276964,22.31623817524725,2064623
9.477350960441818,-10.112699424875315,1278194
-12.349582137778805,7.746428163651571,2064626
-30.49641847609079,-6.444364858284205,557301
7.9229555194065675,21.579470100440005,295159
10.73602358414641,-42.932442457171256,1442039
4.8701460594557835,-26.294371676163884,1442040
-15.534002512620596,-12.383000183324755,2490615
-31.12956540501785,-16.825961375382867,3735805
11.690989665049166,-6.332398507836115,1540353
15.514500676816214,-24.358908136247482,164104
3.6536077836394294,-4.507644803563052,3440906
-2.202374958830075,16.338699397373414,721164
-12.552911265244974,-0.6561710092744625,3473679
6.300440441908357,-2.746626169699487,1442067
-17.56758264018433,-15.976360813104854,1507604
-19.683205222403156,-17.072810294784013,1540373
3.533723079110551,20.916190155529847,2097431
24.969863569391322,-9.397913506634126,3440919
-8.066682762684131,-16.30454377528405,3473688
17.29199832499177,4.237512760128562,3309854
-10.027167760061166,12.255415127039283,3375392
3.884810741093351,29.44260657765546,3309858
-11.165352370939122,23.456187156949387,1048867
33.614234656859686,-22.61592307167085,3309859
-10.493057439257782,19.132528917386125,786730
-11.355771819049918,3.5958084815758706,2228523
17.004663286928952,-24.694073760515288,1376556
7.804748610300451,20.854022631724565,2097457
-0.6799890522561082,24.365211617934257,3375410
25.103244608467026,-10.123299248794519,3735861
2.2726081416284174,-13.469693046428466,3735863
2.93979548862533,6.863393978136589,3473721
3.4541291301866677,4.109933196260747,786746
4.680136633267499,-6.038420107676678,3735866
26.474083576878325,-9.798425754519972,3375422
2.8125012339027085,10.848551724776538,2457919
